2022-03-07 17:47:49,319: 'o'
2022-03-07 17:47:49,484: 'r'
2022-03-07 17:47:49,572: 'e'
2022-03-07 17:47:49,836: Key.space
2022-03-07 17:47:50,503: '-'
2022-03-07 17:47:50,655: '-'
2022-03-07 17:47:50,819: 's'
2022-03-07 17:47:51,045: 't'
2022-03-07 17:47:51,148: 'a'
2022-03-07 17:47:51,348: 'g'
2022-03-07 17:47:51,476: 'e'
2022-03-07 17:47:51,715: 'd'
2022-03-07 17:47:51,980: Key.space
2022-03-07 17:47:53,580: 'k'
2022-03-07 17:47:53,692: 'e'
2022-03-07 17:47:53,966: 'l'
2022-03-07 17:47:54,371: Key.backspace
2022-03-07 17:47:54,647: 'y'
2022-03-07 17:47:54,851: Key.tab
2022-03-07 17:47:56,147: '.'
2022-03-07 17:47:56,334: 't'
2022-03-07 17:47:56,651: Key.tab
2022-03-07 17:47:57,076: Key.enter
2022-03-07 17:47:59,406: Key.up
2022-03-07 17:47:59,548: Key.up
2022-03-07 17:48:00,099: Key.enter
2022-03-07 17:48:06,372: 'g'
2022-03-07 17:48:06,421: 'i'
2022-03-07 17:48:06,547: 't'
2022-03-07 17:48:06,611: Key.space
2022-03-07 17:48:08,007: 'c'
2022-03-07 17:48:08,083: 'o'
2022-03-07 17:48:08,462: 'm'
2022-03-07 17:48:09,531: 'm'
2022-03-07 17:48:09,701: 'i'
2022-03-07 17:48:09,836: 't'
2022-03-07 17:48:10,035: Key.enter
2022-03-07 17:48:13,989: Key.ctrl_l
2022-03-07 17:48:14,180: '\x18'
2022-03-07 17:48:14,683: Key.ctrl_l
2022-03-07 17:48:14,796: '\x03'
2022-03-07 17:48:18,299: Key.shift
2022-03-07 17:48:18,412: ':'
2022-03-07 17:48:18,867: 'q'
2022-03-07 17:48:19,179: 'a'
2022-03-07 17:48:20,315: Key.enter
2022-03-07 17:48:21,935: Key.up
2022-03-07 17:48:23,220: Key.space
2022-03-07 17:48:23,509: '-'
2022-03-07 17:48:23,764: 'm'
2022-03-07 17:48:23,867: Key.space
2022-03-07 17:48:24,420: Key.shift
2022-03-07 17:48:24,491: '"'
2022-03-07 17:48:28,475: Key.shift
2022-03-07 17:48:28,724: 'P'
2022-03-07 17:48:28,837: 'l'
2022-03-07 17:48:29,101: 'a'
2022-03-07 17:48:29,656: 'y'
2022-03-07 17:48:29,781: 'i'
2022-03-07 17:48:29,924: 'n'
2022-03-07 17:48:30,059: 'g'
2022-03-07 17:48:30,133: Key.space
2022-03-07 17:48:30,452: 'w'
2022-03-07 17:48:30,500: 'i'
2022-03-07 17:48:30,637: 't'
2022-03-07 17:48:30,716: 'h'
2022-03-07 17:48:30,775: Key.space
2022-03-07 17:48:31,156: 'd'
2022-03-07 17:48:31,268: 'i'
2022-03-07 17:48:31,484: 'f'
2022-03-07 17:48:31,645: 'f'
2022-03-07 17:48:31,820: 'e'
2022-03-07 17:48:31,883: 'r'
2022-03-07 17:48:32,028: 'e'
2022-03-07 17:48:32,165: 'n'
2022-03-07 17:48:32,240: 't'
2022-03-07 17:48:32,339: Key.space
2022-03-07 17:48:33,030: 'v'
2022-03-07 17:48:33,236: 'e'
2022-03-07 17:48:33,294: 'r'
2022-03-07 17:48:33,471: 's'
2022-03-07 17:48:33,533: 'i'
2022-03-07 17:48:33,614: 'o'
2022-03-07 17:48:33,700: 'n'
2022-03-07 17:48:33,863: 's'
2022-03-07 17:48:34,503: Key.shift
2022-03-07 17:48:34,595: '"'
2022-03-07 17:48:38,054: Key.enter
2022-03-07 17:48:41,568: 'g'
2022-03-07 17:48:41,644: 'i'
2022-03-07 17:48:41,781: 't'
2022-03-07 17:48:41,859: Key.space
2022-03-07 17:48:42,727: 'p'
2022-03-07 17:48:42,956: 'u'
2022-03-07 17:48:43,155: 's'
2022-03-07 17:48:43,220: 'h'
2022-03-07 17:48:43,499: Key.enter
2022-03-07 17:48:55,773: 'g'
2022-03-07 17:48:55,877: 'i'
2022-03-07 17:48:56,003: 't'
2022-03-07 17:48:56,251: 'h'
2022-03-07 17:48:56,339: 'u'
2022-03-07 17:48:56,503: 'b'
2022-03-07 17:48:56,707: '.'
2022-03-07 17:48:56,859: 'c'
2022-03-07 17:48:56,931: 'o'
2022-03-07 17:48:56,996: 'm'
2022-03-07 17:48:57,044: Key.enter
2022-03-07 18:19:48,351: Key.space
